id;tweet
3694;The best way to stay off the grid is by posting about it https://t.co/05zkz1wAam
3695;Your man busts a nut to the nudes I send him every night. 😘
3696;People that force me to be brutally honest to their face are the best... Like yo you did this to yourself, fam
3697;'You're the only one I'm talking to' https://t.co/Q6TLGRberM
3698;Don't ever apologize for knowing your worth... Even if you're worthless
3699;I've decided to just live off of these https://t.co/NeMNTKrRx8
3700;Fish tacos 😛 https://t.co/spmXFclMkx
3701;@_JuicyGina you've turned into such trash #WomenSuck
3702;One week into 'he cut you off and chill' got you like... https://t.co/Y255LSP4KY
3703;When you're looking at pictures from last night to see who stopped by cause you were blacked out
3704;Cook, clean, and deliver our awesome fucking offspring
3705;My refrigerator is filled with nothing but organic fruits and vegetables and alcohol, cause life is all about balance
3706;Stop trying to please everyone, you're not my cock... Please yourself
3707;Your mom was being a bitch to you? I totally see how that's my fault. #WomenSuck
3708;Let me tell you something about you that you don't know! #OkayBitch #WomenSuck
3709;IS there a thing in the constituion about women shutting the hell up? COME ON! #shutthehellupwomen..
3710;I'm guessing the last guy she trusted gave her herpes... https://t.co/ll446hj6by
3711;When you just watched your boy ruin his life but you know misery loves company so you decide to ruin yours too https://t.co/qeUNEtiF8Z
3712;There it is! 😂 https://t.co/DI1RnOOOam
3713;It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time
3714;'I'm not like most girls' https://t.co/wteG4OjEah
3715;When your girl been drinkin that lemonade so you gotta disguise yourself and get the fuck outta town https://t.co/oMDlqz2r6S
3716;@queensoverbitch I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂
3717;Person- so what's your sign? Me- https://t.co/WgJk6eudX5
3718;I only watch your snap story cause I know you'll text me
3719;When you find your ex on tinder https://t.co/35UTO8JHVS
3720;Anytime someone snapchat calls me I assume it was an accident... Cause as a human being you should know that's not what phones are for
3721;When you give in and decide to try anal https://t.co/nogHwueWaL
3722;When you send nudes in public knowing people can see cause you know your shit is A1
3723;@taylornikola treating girls 'correctly' would involve fire and gasoline.
3724;Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway #WomenSuck
3725;HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA 😫 https://t.co/FthUhJjMrm
3726;@instagram ok guys, jokes over... We all had a good laugh, you can give me my account back now 🤗
3727;Want to know what's really 'problematic' ?? Women freaking out over nothing! #triggered #idiots@
3728;Ego's bruise harder than any belt ever could
3729;@_lextacyyy only when drunk or in bed... But I'm always drunk
3730;You've been dating for three days. 'I Love You' shouldn't even be in your vocabulary. #ClingyAssBitches #WomenSuck
3731;I mean... You got one from me and I don't ever do that so.... 😘 https://t.co/9vQZkzo4x1
3732;What really happens when you send her a dick pic https://t.co/1Hf2qIpTG4
3733;Everyone makes mistakes. But only women don't admit theirs #WomenSuck
3734;It figures the hurricane is named after a woman. They always fuck everything up #Sandy #Bitch #WomenSuck
3735;When you're high AF trying to figure out where your life went horribly wrong https://t.co/U0t7nZ6IX5
3736;@valentinaveshi thank you 😘
3737;I legit have no respect for a sensitive man. Like I will emotionally destroy you.
3738;Message me I'll show you https://t.co/S7u7VWsLfo
3739;Should I give you my number? https://t.co/YTdMFZwCdl
3740;Prince think he slick AF... He got everyone out here fooled https://t.co/ZBbCxSWKVq
3741;Life Hack- If your dick game is strong you can get away with anything
3742;Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉
3743;When the rival lemonade stand starts stealin your business https://t.co/DgKBmpNEwX
3744;My dicks name is Curiosity... Cause it kills the kat
3745;When someone takes a post too seriously and writes an essay in the comments https://t.co/5I5Tgxnj3i
3746;'Y'all are fucked up man. You wouldn't be doin this shit if I was white!' https://t.co/HhsCF2rHCJ
3747;@femfreq Support, why should i support you, you have done nothing except for bitch at anyone who opposes you
3748;"I swear to god if one more bitch tells me not to call her bitch I'm going to slap the shit out of that bitch #fuckbitches #bitchesstink;;"
3749;@PennyRed And enough women make false rape accusations against men for us not to trust you.
3750;Looks like another girl fucked up another relationship. When are you gonna learn ladies?
3751;@JimboGreene I will gladly eat your 4 inch nub.
3752;If your dick game is strong, she'll let you get away with anything as long as you're honest with her
3753;It's pathetic tbh https://t.co/UOxQbG1KVg
3754;Why do girls  have to post slutty facebook pictures along with lyrics to a terrible top 40 song? Cuz #WomenSuck
3755;I'm unfollowing, I don't need this kind of negativity in my life https://t.co/bgdVSrGilU
3756;Her- I have a man Me- https://t.co/m1U02Zx5kM
3757;Nobody texts faster than a guy that's about to get some new pussy
3758;If your girl ends it with you, don't be upset. It's not your fault. She's just a dumb sloot #WomenSuck
3759;@SantinaDiMaggio but seriously, the silver looks sexy AF and like very easy access to give you your birthday spankings 😘
3760;As long as the position is on all fours who cares https://t.co/gexQ2S0N1p
3761;People that know I'm blacked out drunk and still continue to text me are the real MVP
3762;If women want equailty they should be drafted into war. See how that feels!|
3763;When it goes from 'you gotta wear a condom' to 'just don't cum in me' https://t.co/tA6EvK1vSF
3764;When daddy leaves cute notes for you https://t.co/SfxgxFHOVy
3765;A lot of people make me laugh, very few make me smile
3766;@twodudesinapool @instagram one bs template email but nothing solid. This is my 5th deletion
3767;People love it when you tell them about themselves.... Just because the truth hurts like a bitch doesn't mean you have to act like one
3768;@ayeeetippp same AF
3769;'You're amazing in bed' https://t.co/jDg78DVlpW
3770;I hate it when people say they're never gonna talk to me again... And then they do...
3771;'Somebody better be fucking dead' -me sitting in traffic
3772;If a girl tells you 'You're the only guy I can really trust.' GET THE FUCK AWAY! That's friend zone shit. You don't want that! #WomenSuck
3773;When you wake up and your mouth is drier than the Sahara desert https://t.co/SBJppDP9Lq
3774;When you and your girlfriend are so close that you're best friends.. So much so that you just wanna tell her about the other girls ur fuckin
3775;When girls get drunk and suck face with guys at McDick's <<<<<<<
3776;If you're a whore when you're drunk, you're always a whore #WhoresAtHeart #WomenSuck
3777;I've yet to come across a nice girl. They all end up being bitches in the end #WomenSuck
3778;Vote for question 69. All girls must use birth control. I'm sick of wearing a rubber! #WomenSuck
3779;Girls Don't Poop... They just cry!
3780;When you're on your way to a dick appointment https://t.co/p6G2fvpWHX
3781;50 years after you decided you'd never try anal... https://t.co/Ex0fNhFa3T
3782;You ever look at someone and think 'yeah Ima fuck you'
3783;Cheerleaders make me fucking sick! It's not a sport you dumb skanks so go back to caking on your makeup. #WomenSuck
3784;That's nothing new 🙄 https://t.co/lkXHwgSzK9
3785;Gels getting overly emotional about things that don't matter? Color me shocked! #WomenSuck
3786;Stop trying to prove you're a good driver ladies. Who do you think you're fooling?
3787;Just remember ladies, whatever you're not willing to do, another whore like myself is. 😊
3788;Do you know what they do to rapists in jail, dumbfuck? lol have fun https://t.co/tqs1pzyK9E
3789;@PennyRed @TIME I disagree. Rape culture sound like a made up assertion completely devoid of evidence and unrelated to real world human experience.
3790;For all the cougars that keep hitting me up to fuck... You're out of my age range, hit this dude up instead https://t.co/2HgFCVx4C5
3791;'Oh you're dating someone now?' https://t.co/5HjdmkXori
3792;If there's something I definitely don't give a fuck about, it's definitely anything
3793;The LAST thing I want to do is support WOMENS RIGHTS, it's EXCLUDING ALL THE MEN. WHAT HAPPENED TO MENS RIGHTS?!
3794;Can someone answer me this? Why do girls find it acceptable to fuck with guys heads? #WomenSuck
3795;Friend- any plans for the weekend? Me- https://t.co/ubhL9ABWCz
3796;I just got a ticket but in my defense I didn't want to
3797;I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life
3798;Redhead girls are hot! But Ginger girls are USUALY fugly
3799;When your one night stand asks you if you wanna go to brunch https://t.co/DD8Mpw1vYx
3800;When they won't stop talking about their ex on a first date https://t.co/bMaUCwnx45
3801;When you're dropping subtle hints that you need to be eaten out https://t.co/skCZ0Tbhzn
3802;It's never personal with me cause I wouldn't ever care that much
3803;How many guys have you given your number so they would call you maybe? #Whore #WomenSuck
3804;@Corter_back no I said hope. I hope you women learn your place! #SitDownInTheKitchen
3805;When you just got home from getting dicked down and now you gotta deal with your shrimp dick boyfriend https://t.co/KaV5GDqt0h
3806;I don't take you places because I wanna be friends. My car doesn't run on friendship bitch it runs on ethanol! #WomenSuck
3807;When you finally lose all respect for someone so you decide to fuck them and ruin their life just for fun lol
3808;You ever be talkin to someone that you really wanna fuck, then they say one thing and all of the sudden you have no desire to fuck at all?
3809;Merica... 😑 https://t.co/gTUKqHjiGS
3810;@twodudesinapool @instagram it's absolutely ridiculous especially after jumping through hoops to get it back last time
3811;RT @themeredith: @Yourfuckboy1 is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016
3812;When you spent the last 2 days waking up in complete strangers beds https://t.co/gdisYbdO2H
3813;Friend- she's cool, you should keep this one around Me- https://t.co/Ii4QYJolR9
3814;Vodka is my spirit animal
3815;What in the fuck is an #oomf? Well if it refers to women it sucks!
3816;@gypsyog guy or girl?
3817;I'm kinda the shit for someone who ain't shit
3818;If your man has an android, you're allowed to cheat on him
3819;When someone tries to correct my grammar https://t.co/Hjiq7gONyy
3820;@fuck________off how's that?
3821;Next time you get a haircut and your girl doesn't mention it, freak out on her and withhold the dick for a week
3822;Her- send me a dick pic Me-*sends dick pic* Her- that's photoshopped Me- https://t.co/AWKO4mEG5X
3823;Hey guys thanks for following! Spread the word and make sure everyone knows #WomenSuck
3824;Walking around with a half hard dick all day is a really good look on me
3825;"RT @misa_lisaa: @Yourfuckboy1 your drunk Q&;A's on snapchat are entertaining af."
3826;@MadamMiaow @mlapwing56 @BBCNewsnight @Cruella1 @parislees How exactly are rape jokes anti-woman?
3827;The first time you sleep with a dude with a big dick... And again after he cuts you off https://t.co/S9a4d9GFvz
3828;Me trying to flirt https://t.co/981dEpUrQV
3829;If you've never had shit dick you probably have a small dick
3830;When someone spends money copyrighting their shitty memes that no one would steal if you asked them to https://t.co/uVtSZMzp7G
3831;Women want everything to be 50/50 but then they make 100% of the Ghostbusters FEMALE. wtf!!!
3832;Never send a hand to do a mouth's job #WomenSuck
3833;Your-fuckboy https://t.co/uCJwtN0H6Y
3834;@localnotail @fairplaywomen @CCriadoPerez What about the women who rape men and boys? Oh, wait, that doesn't exist because rape laws are gynocentric...#FeministLogic
3835;Stop tweeting about football. You're a girl and you opinion doesn't count.  #WomenSuck
3836;Nothing would make me happier than to see you get an STD. #whore #WomenSuck
3837;@Corter_back I know. It must be so hard waiving pom poms around at this hour #WomenSuck
3838;Calling guys immature doesn't make you any more mature. Ladies you need to find some other BS excuse for ditching us! #WomenSuck
3839;I have an organic protein shake for you 😘 https://t.co/p1M4ngnWB2
3840;When she tells you she's allergic to latex https://t.co/UVPpGGzVRc
3841;If you slow the video down you can see the problem..... Yep she's a woman #WomenSuck
3842;When your selfie game is weak AF https://t.co/Q7lwtaWRxG
3843;Yeah last week. Using @ your_fuckboy_ for now https://t.co/TtLECarkZo
3844;You cant drag us in so far if you don't have intentions on a relationship. It hurts.... Alot #WomenSuck
3845;RT if you've ever been fucked over by a girl. Actually it's not a matter of 'if', but 'when' #WomenSuck
3846;You don't know what you want? #IndecisiveBitches
3847;@katethewasp I don't think we've met... What better place than through tweets.. Although people might actually see your tweets
3848;@timtiburzi @aboyseth @professor_qb @scurvycarnivore @camell_toe #Antivagina #WomenSuck what's the issue? #SavingTheDay
3849;If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes
3850;Playing Mr. nice guy will get you nowhere but home alone rubbing one out. Man up, cupcake
3851;The 'I can't get a date so Ima just take one' starter pack https://t.co/sGd8AMm2LH
3852;What's the polite way to say, excuse me but I think I speak for everyone on the boat when I say I'd love to make a sloppy mess of your wife
3853;@aboyseth mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck
3854;Feminism is cancer. #TheRedPill is chemo. Burn those bitches away.!!
3855;The Olympics was fun, except for the fact that I would never watch a woman play sports.|
3856;2014/15 Coke puts names on cans 2016 Coke puts lyrics on cans 2030 Coke puts dick and pussy pics on cans
3857;I didn't know dick was so fattening 🤔 https://t.co/gPDdV52ADJ
3858;When you're leaving the dick appointment and it was fire AF https://t.co/SN59E3Fzya
3859;Your nose ring looks like a fucking booger. It's not cute, it's trashy #WomenSuck
3860;@femfreq Anita is equating gamergate to cosby and weinstein so she can equate herself to actual rape victims so she can keep playing the card
3861;Pokemon Gooooooo fuck yourself
3862;99% of women in the olympics look like beefy dikes
3863;When you get your ex as your waitress https://t.co/vN1DLRckDX
3864;You look like your mom beat you with an ugly stick while your dad poured cat piss all over you.
3865;I'm surprised my ex-girlfriend isn't on Shark Week.... She was a vicious bitch! #WomenSuck
3866;When you just stuffed your fucking face and the waiter asks you if you want dessert https://t.co/5XNoVIOZpL
3867;Move on and stop going back to the same asshole! Omg you dumb bitch! #WomenSuck
3868;"RT @NorthWitch69: If you've spent the weekend riding strange dick, drink some green tea &; it doesn't even count. #HoeTips"
3869;Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck
3870;@whitneyrawlins we have the same bday... You should let me fuck your brains out and treat you like a cum dumpster on that day... #Bdaygoals
3871;My whole life is one big sexual innuendo
3872;Need some help wetting it up ma? 😘 https://t.co/Tf4C88RKKL
3873;I don't have to smile, my emojis do that for me
3874;When you're drunk and you tell your friends you're gonna text your ex https://t.co/Tq1XaQWdhl
3875;When she's rockin roast beef so you decide to play with it https://t.co/xECz1LJVpW
3876;If you really wanna know what someone you're fucking thinks about you, make them show you how you're stored in their phone...
3877;When you're giving her the smell test to see if it's safe to dive face first between her legs https://t.co/nKNfm7wP6V
3878;Pro Tip- Stop thinking you are special... You in fact are not
3879;When the gut rot kicks in after a long weekend of drinking https://t.co/DltmhryxtZ
3880;I'm not gonna text you 24-7. I have a life. If you liked me that much you would be with me and not texting me! #WomenSuck
3881;'There's no greater satisfaction than knowing you did it yourself' -me when someone asks me for help
3882;@Simon_Snodgrass @BBCNewsnight @Cruella1 Yeah, but who was the bitch that wouldn't let her answer?
3883;When cuffing season is finally over https://t.co/DlM25oiPsm
3884;When he whips the dick out and it's more than you can handle https://t.co/rfOlwEdn6L
3885;If a woman doesn't want you just unleash your charm. Women are weak and will cave after almost nothing.
3886;Stop totaling cars and get back to the kitchen #WomenSuck
3887;You could never comprehend the way my brain works
3888;I try 😘😘😘 https://t.co/V8ciLCqvJt
3889;When it's time to switch up your roster https://t.co/nh2HKixZYW
3890;For international women's day I'd like to offer up my penis to any of you bitches in need of some dick
3891;Girls bitch about how immature guys are and then they do shot like That #WomenSuck
3892;@Snowgordon gotta pay the bills bruh
3893;When your phone goes dry for more than 2 1/2 minutes https://t.co/SY8xAFCtUU
3894;RT @SantinaDiMaggio: You don't need to explain your happiness to anyone.
3895;@SantinaDiMaggio good girl
3896;Plastic surgeon- what can I do for you, Khloe? Khloe- just make me less ugly Plastic surgeon- say no more, fam https://t.co/MaCLGFw5Mf
3897;Me flirting- Tell me about your father... Start at the part when he left... https://t.co/xRWJiz0gKU
3898;I think it's clear who the best choice for president is.... Michael fucking Phelps
3899;When you see someone you know on tinder so you super like them and they never talk to you again 😐
3900;"Ladies you need to realize something. You may have a boyfriend, but unless there's a ring, you're still fair game ;) #WomenSuck"
3901;I'm voting for Marion Barry for president... That's right, a dead crackhead is a better choice than what's being offered
3902;I hate girls that thing they are super hot when they're ugly as fuck! #WomenSuck
3903;Just when things are going good women will fuck it up. They're not happy unless there's turmoil #WomenSuck
3904;Oh fucking perfect! 😂😘 https://t.co/91vLUFEUHK
3905;I'm pretty sure it was Abe Lincon who said 'Fool me once bitch, shame on you. Fool me twice, I'm no longer a man and am now a dumb woman'#
3906;Being at a public pool makes me realize how much I really do fucking hate kids
3907;Pro Tip- Keep my name out ya fuckin mouth
3908;When life gives you lemons just go masturbate and take a nap
3909;Get over yourselves ladies... You're wrong.... all the time!
3910;Talent- Meeting up with complete strangers for sex
3911;When you do finally give up and start buying them cats at least you won't have to drink alone, loser https://t.co/tcC03fZvSm
3912;Guys cheat and are tried and hanged. Women cheat and its somehow their guys fault.
3913;Instagram tryin to be like snapchat is about as pointless as their 'help center' have a fucking seat IG
3914;RT @valentinaveshi: @Yourfuckboy1 I am flattered tbh. I got an orgasm just by thinking of it you really are good at this.
3915;RT @_Mistayyyy: im this asshole. 😎 https://t.co/PsG5VG4pZF
3916;If they don't trust you enough to let you cheat in peace is the relationship really real?
3917;If I watch your snap story, just know it because I'm bored AF... I really don't care about you or your life
3918;Your hoes vs my hoes https://t.co/H6Xe6jQY6u
3919;When your inner unicorn is showing https://t.co/HY6MK3hMxf
3920;IF WOMEN BLEED SO MUCH ONCE A MONTH HOW DO THEY STAY ALIVE? BECAUSE THEY'RE #DEMONS #WOMENAREDEMONS #BITCHBLOOD!!
3921;@femfreq Fuck you and all of your videos you stupid video game criticizing bitch stop fucking talking about things you know nothing about fucker
3922;Me- cusses out person for driving the wrong way in a parking lot Also me- drives wrong way in a parking lot
3923;A healthy amount of sperm https://t.co/Y1aPgCuink
3924;@Hambone108 no no, not people. WOMEN. They're not people.
3925;@aworkinglibrary @femfreq thiers none because not all men rape
3926;I find great peace in knowing at the end of the day, I'm the only one I truly trust
3927;When your friend says she's got the perfect girl for you https://t.co/4CBe8BhJuD
3928;"Rape Culture is just another millenial myth made by bloggers and Instagram sluts.;;"
3929;Mi casa, su casa my house is a #HOE house!!
3930;Shoutout to me for making the worst decision of my life 🙌🏼
3931;You wore the yoga pants on purpose! You know us guys are gonna stair so stop getting all pissy! #WomenSuck
3932;If I invite you over to take shots, this is what you can expect https://t.co/6foauUxkY0
3933;Me flirting- So how do you feel about abortion?
3934;I have no desire to even communicate with chicks that have bf's. You might as well be a rock cuz there's no point talking to you #WomenSuck
3935;I never realize how long a minute actually is until I get stuck listening to a minute long voice memo about a bunch of shit idgaf about
3936;@femfreq I know right? Women so like, totally have their eyes closed to the factual statistics behind paygap, rape culture, male privelege.
3937;When he tells you 'be a good girl and cum for daddy' https://t.co/39i8vHSiYS
3938;My sexting be so fuckin hot that I turn my damn self on
3939;@CarolineCatt you shouldn't be leaving your kitchen unattended #WomenSuck
3940;When you see your friends after gettin some new ass https://t.co/Oyk0Q3Ifiz
3941;When your finger fuck game strong AF https://t.co/g31LtazlTq
3942;When're I go to a wedding all I can think about is how many times the bride is going to get pounded after the wedding #HoneyMoonPoon
3943;When you're trying to text your fuckboy but your boyfriend won't stop looking over your shoulder https://t.co/eijg9AIMqW
3944;When she knows just what to get you for Father's Day... https://t.co/tCBhkfCkT9
3945;Don't tug on my dick unless you plan on sucking it.... In other words, flirting is not acceptable!
3946;That's the original it came from. But I appreciate the fact that you think I would follow or steal from u. Sit down https://t.co/RV3Z6YlgyU
3947;Feminists become radicalized when they refuse to submit to their urges to be subservient to men. It's science...
3948;If you have to ask why #WomenSuck you're obviously a woman.... And you suck.... #subtweet
3949;Wearing extensions around me is as dumb as wearing panties around me... They both getting ripped off of you
3950;When you and your friends are discussing Instagram's great purge of 2016, wondering who's gonna be next https://t.co/me5ydanJ8a
3951;Stop asking me how many people I've slept with, your guess is as good as mine
3952;@trav_mitch @femfreq is this to do with crazy bitch Hillary or no?
3953;Me- refuses to answer anyone's phone calls Also me- infuriated when people don't answer my phone calls
3954;@landsharrk cuz girls are stupid and pick assholes. Meanwhile they friend zone the good ones
3955;break up with your girlfriends before you leave for college. Theyre just gonna tie you down and we all know they're gonna cheat #WomenSuck
3956;People that ask me to do things are the worst kind of people
3957;Women are equal and deserve respect. Just kidding, they should suck my dick.
3958;@PennyRed A bit of consistency from the left regarding rape would be helpful. You lot only care when it’s white middle class types vs the patriarchy.
3959;My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen
3960;@femfreq Y'know, you'd probably get a job at Subway because all a cunt like you is good for is making sandwiches
3961;@themeredith and I'd rather shove the fat side of a wine bottle up your ass... We all have our preferences 🌚
3962;I wonder who the first person to think of a sewage system was... I mean there must have been shit everywhere
3963;Today we found out my wife was pregnant with a girl. Like a normal bitch she can't do anything right
3964;Whichever one is gonna end up on my bedroom floor https://t.co/bIiXvxmwob
3965;I can find humor and a silver lining in any situation, that's why I live an amazing life... You should try it
3966;@JWMofficial don't even get me started on spandex! #WomenSuck
3967;@Vaughan1878 @keef1985_ I just posted the original but nice try
3968;"If you havent hired a man over a woman in the workplace due to SMARTNESS I don't want to even KNOW you. Men are SMARTER it's a FACT. #menS;;"
3969;Beards... Getting ugly guys laid since the trend of 2015... https://t.co/isvQOAYqa5
